playerTag,cards,averageElixir
#C2LPJC02R,"['Tesla', 'Firecracker', 'Mighty Miner', 'Goblin Gang', 'Hog Rider', 'The Log', 'Electro Spirit', 'Earthquake']",3.0
#JVRLLVQJ,"['Royal Ghost', 'Baby Dragon', 'Mini P.E.K.K.A', 'Golem', 'Tornado', 'Lightning', 'Zappies', 'Barbarian Barrel']",4.25
#89VGQPR8Y,"['Witch', 'Firecracker', 'Skeleton King', 'Golden Knight', 'Elixir Golem', 'Dart Goblin', 'Cannon', 'Arrows']",3.5
#2G2LCPR9Q,"['Firecracker', 'Knight', 'X-Bow', 'Ice Spirit', 'Skeletons', 'Tesla', 'Fireball', 'The Log']",3.0
#890YYJVU,"['Mortar', 'Bats', 'Mighty Miner', 'Electro Spirit', 'Barbarian Barrel', 'Ice Wizard', 'Fireball', 'Cannon']",2.875
#2R8200PP9,"['Dart Goblin', 'Royal Recruits', 'Mighty Miner', 'Cannon', 'Goblin Gang', 'Void', 'The Log', 'Goblin Barrel']",3.5
#R0RC2VGVL,"['Bomber', 'Cannon', 'Goblinstein', 'Knight', 'The Log', 'Hog Rider', 'Guards', 'Arrows']",3.125
#RL80LCUY,"['Skeletons', 'Mega Knight', 'Mini P.E.K.K.A', 'Knight', 'Electro Wizard', 'Hog Rider', 'Arrows', 'Executioner']",3.875
#2URLJCU0,"['Firecracker', 'Valkyrie', 'Electro Giant', 'Arrows', 'Zap', 'Goblin Gang', 'Inferno Dragon', 'Mini P.E.K.K.A']",3.75
#99UQGRVCU,"['Mega Knight', 'Valkyrie', 'Witch', 'Arrows', 'Electro Wizard', 'Wizard', 'Ram Rider', 'Hog Rider']",4.625
#LGJQUQ8P2,"['Valkyrie', 'Firecracker', 'Wizard', 'Prince', 'Miner', 'Bandit', 'Magic Archer', 'Skeleton Army']",3.75
#9LVVY0U2G,"['Cannon', 'Skeletons', 'Musketeer', 'The Log', 'Hog Rider', 'Fireball', 'Ice Golem', 'Ice Spirit']",2.625
#Q2CCUQJVQ,"['Firecracker', 'Goblin Giant', 'Zap', 'Elite Barbarians', 'Rage', 'Sparky', 'Heal Spirit', 'Furnace']",3.75
#U99Q9VRY2,"['Lumberjack', 'Witch', 'Baby Dragon', 'Arrows', 'Barbarian Barrel', 'Balloon', 'Bats', 'Inferno Tower']",3.75
#82998RCJ,"['Firecracker', 'Wall Breakers', 'Mini P.E.K.K.A', 'Knight', 'Goblin Gang', 'Fireball', 'The Log', 'Ice Spirit']",2.75
#2VCLGYJ,"['Firecracker', 'Mega Knight', 'Valkyrie', 'Mini P.E.K.K.A', 'Bats', 'Arrows', 'Hog Rider', 'Goblin Gang']",3.75
#UR8GQULY,"['Barbarians', 'Zap', 'Lava Hound', 'Miner', 'Spirit Empress', 'Goblin Curse', 'Minions', 'Barbarian Barrel']",3.75
#980LQJV9R,"['Mega Knight', 'Witch', 'Mini P.E.K.K.A', 'Hog Rider', 'Arrows', 'Fireball', 'Cannon', 'Firecracker']",4.125
#JYC0CCYLC,"['Royal Recruits', 'Skeleton Barrel', 'Knight', 'Mini P.E.K.K.A', 'Flying Machine', 'Firecracker', 'Dark Prince', 'Arrows']",3.875
#GJC8U0QG8,"['Mega Knight', 'Zap', 'Witch', 'Wizard', 'The Log', 'Prince', 'Skeleton Dragons', 'Mini P.E.K.K.A']",4.25
#VPLQU9L22,"['Witch', 'Mega Knight', 'Mini P.E.K.K.A', 'Arrows', 'Inferno Tower', 'Fireball', 'Hog Rider', 'Valkyrie']",4.5
#QGG8V2Q9,"['Barbarians', 'Spear Goblins', 'Fireball', 'Fire Spirit', 'Minion Horde', 'Hog Rider', 'Prince', 'Arrows']",3.625
#VGG22U0JQ,"['Royal Recruits', 'Mega Knight', 'Goblinstein', 'Hog Rider', 'Cannon', 'Firecracker', 'Royal Delivery', 'Arrows']",4.375
#8PCJJQY2G,"['Mega Knight', 'Witch', 'Royal Ghost', 'Poison', 'Flying Machine', 'Zap', 'Mega Minion', 'Firecracker']",3.875
#2CUVY9L9V,"['Firecracker', 'Skeleton Barrel', 'Hog Rider', 'Mega Knight', 'Clone', 'Valkyrie', 'Guards', 'Dart Goblin']",3.75
#LLVJQ2Y0Y,"['Firecracker', 'Valkyrie', 'Mini P.E.K.K.A', 'Inferno Tower', 'Hog Rider', 'Ice Wizard', 'Arrows', 'Bats']",3.5
#PQY292VRJ,"['Barbarians', 'Zap', 'Fireball', 'Electro Wizard', 'Mega Minion', 'Earthquake', 'Goblin Giant', 'Sparky']",4.125
#PJL09JCVP,"['Mortar', 'Musketeer', 'Knight', 'Fireball', 'Goblin Gang', 'Skeleton Barrel', 'Spear Goblins', 'The Log']",3.125
#QQP09QJV2,"['Mega Knight', 'Royal Ghost', 'Musketeer', 'Firecracker', 'Royal Delivery', 'Cannon', 'The Log', 'Goblin Gang']",3.5
#PU9UYV09Q,"['Mega Knight', 'Executioner', 'Balloon', 'Skeleton Army', 'Freeze', 'Giant Skeleton', 'Sparky', 'Electro Wizard']",5.0
#LUV99CRL2,"['Wizard', 'Mega Knight', 'Valkyrie', 'Zap', 'Firecracker', 'Balloon', 'Fireball', 'Prince']",4.375
#RY9PCV92C,"['Goblin Barrel', 'Ice Spirit', 'Knight', 'The Log', 'Inferno Tower', 'Goblin Gang', 'Princess', 'Rocket']",3.25
#PY0QRVVUV,"['Skeletons', 'Bomber', 'Boss Bandit', 'Zap', 'Ice Spirit', 'Berserker', 'Royal Delivery', 'Bats']",2.375
#CLLJQ88,"['Tesla', 'Skeletons', 'Musketeer', 'Hog Rider', 'Ice Spirit', 'The Log', 'Fireball', 'Ice Golem']",2.75
#88UPVR2JR,"['Wizard', 'Firecracker', 'Musketeer', 'Skeleton King', 'Tesla', 'Skeleton Army', 'Arrows', 'Inferno Dragon']",3.75
#VUJVGUYL9,"['Witch', 'Dart Goblin', 'Musketeer', 'Giant', 'Hog Rider', 'Knight', 'Mini P.E.K.K.A', 'Arrows']",3.875
#99VG9GUL0,"['Mortar', 'Skeleton Barrel', 'Skeleton King', 'Barbarian Barrel', 'Dart Goblin', 'Spear Goblins', 'Goblin Gang', 'Fireball']",3.125
#PL92UU08C,"['Firecracker', 'Mega Knight', 'Musketeer', 'Executioner', 'Goblin Barrel', 'Hog Rider', 'Witch', 'Skeleton Army']",4.25
#LJC0JQG2,"['Archers', 'Skeletons', 'Minions', 'Giant Skeleton', 'Vines', 'Goblin Barrel', 'The Log', 'Bomb Tower']",3.125
#Q8RVLVCPC,"['Magic Archer', 'Skeletons', 'Golden Knight', 'Ice Spirit', 'Fireball', 'Miner', 'Tornado', 'Bomb Tower']",3.0
#R2Q9VGC8,"['Musketeer', 'Skeletons', 'Balloon', 'Miner', 'Bomb Tower', 'Giant Snowball', 'Ice Golem', 'Barbarian Barrel']",2.875
#22QLJG2RG,"['Executioner', 'Wizard', 'Mega Knight', 'P.E.K.K.A', 'Goblin Gang', 'Bandit', 'Lightning', 'Hog Rider']",5.0
#LVLLCL8PG,"['Skeleton Barrel', 'Mortar', 'Musketeer', 'Knight', 'Fireball', 'Minions', 'Barbarian Barrel', 'Skeletons']",3.0
#8V9U9Y80P,"['Firecracker', 'Mega Knight', 'Monk', 'Archer Queen', 'Hog Rider', 'Poison', 'Inferno Tower', 'The Log']",4.375
#G9VJYQPPU,"['Goblin Barrel', 'Knight', 'The Log', 'Ice Spirit', 'Princess', 'Goblin Gang', 'Inferno Tower', 'Rocket']",3.25
#U0UGG8V9Q,"['Mega Knight', 'Hunter', 'Musketeer', 'Knight', 'Balloon', 'Arrows', 'Lightning', 'Tesla']",4.5
#LP2R92V9,"['Mega Knight', 'Dart Goblin', 'Mini P.E.K.K.A', 'Bandit', 'Witch', 'Zap', 'Goblin Gang', 'Fireball']",3.875
#LGCGVQUL0,"['Firecracker', 'Mega Knight', 'Archer Queen', 'Wall Breakers', 'Arrows', 'Prince', 'Goblin Gang', 'Bandit']",3.875
#2YULUYY9V,"['Archers', 'Zap', 'Princess', 'The Log', 'Skeleton Army', 'Lava Hound', 'Minions', 'Miner']",3.25
#2LVPCVJVC,"['Executioner', 'P.E.K.K.A', 'Cannon', 'Tornado', 'Vines', 'Arrows', 'Goblin Gang', 'Goblin Barrel']",3.75
#QY0UUV8QR,"['Electro Dragon', 'Wall Breakers', 'Mighty Miner', 'Royal Recruits', 'Valkyrie', 'Firecracker', 'Arrows', 'Royal Hogs']",4.125
#C8GCYLQRC,"['Musketeer', 'Cannon', 'Goblins', 'Giant Skeleton', 'The Log', 'Hog Rider', 'Ice Spirit', 'Earthquake']",3.125
#CL2YC9GJ8,"['Cannon', 'Skeletons', 'Knight', 'Archer Queen', 'Ice Spirit', 'The Log', 'Fireball', 'Hog Rider']",2.875
#QQ8QURUGU,"['Prince', 'Goblin Barrel', 'Dart Goblin', 'Guards', 'Rascals', 'Knight', 'Princess', 'The Log']",3.375
#Q08YVJRQJ,"['P.E.K.K.A', 'Battle Ram', 'Baby Dragon', 'Bandit', 'Fireball', 'Dark Prince', 'Electro Wizard', 'Arrows']",4.125
#PLQUJQRQ0,"['Royal Giant', 'Wizard', 'Monk', 'Fisherman', 'Skeletons', 'Fireball', 'The Log', 'Electro Spirit']",3.375
#VCQRJVP0Y,"['Witch', 'Valkyrie', 'Knight', 'Cannon', 'Arrows', 'Wall Breakers', 'Goblin Gang', 'Hog Rider']",3.375
#GYGCRLU,"['Skeleton Army', 'Witch', 'Mini P.E.K.K.A', 'Musketeer', 'Giant', 'Arrows', 'Goblin Barrel', 'Elite Barbarians']",4.125
#8QLC988LR,"['Mega Knight', 'Tesla', 'Royal Delivery', 'Firecracker', 'X-Bow', 'Valkyrie', 'The Log', 'Electro Spirit']",3.75
#29JPLUYL,"['Firecracker', 'Mega Knight', 'Boss Bandit', 'Musketeer', 'Dart Goblin', 'Hog Rider', 'Knight', 'The Log']",4.0
#98LLCUV8Q,"['Royal Recruits', 'Furnace', 'Knight', 'Inferno Tower', 'Arrows', 'Skeleton Dragons', 'Goblin Hut', 'Lightning']",4.5
#22L8Y0QVU,"['Mega Knight', 'Prince', 'Fireball', 'Minion Horde', 'Witch', 'Elite Barbarians', 'Executioner', 'Clone']",5.0
#8CQJ2P2LU,"['Firecracker', 'Mega Knight', 'Golden Knight', 'Barbarian Barrel', 'Wall Breakers', 'Electro Spirit', 'Bats', 'Goblin Gang']",3.0
#LYVQ9G0LG,"['Firecracker', 'Mega Knight', 'Knight', 'The Log', 'Hog Rider', 'Royal Delivery', 'Ice Spirit', 'Cannon']",3.25
#QPJPQVPLJ,"['Wizard', 'Zap', 'Mini P.E.K.K.A', 'Giant', 'Sparky', 'Arrows', 'Minions', 'Heal Spirit']",3.625
#QV9UC8GJ,"['P.E.K.K.A', 'Electro Dragon', 'Cannon', 'Firecracker', 'Hog Rider', 'Witch', 'Arrows', 'Ice Spirit']",3.875
#G8PJ000G9,"['Mega Knight', 'Witch', 'Mini P.E.K.K.A', 'Minions', 'Wizard', 'Archers', 'Electro Wizard', 'Bandit']",4.25
#8RLQPG8RG,"['Tesla', 'Firecracker', 'Mighty Miner', 'Barbarian Barrel', 'Hog Rider', 'Earthquake', 'Ice Spirit', 'Skeletons']",2.75
#J82LVQ8Y8,"['Executioner', 'Cannon', 'P.E.K.K.A', 'Arrows', 'Goblins', 'Knight', 'Lightning', 'Skeleton Barrel']",4.0
#VRC9J82R9,"['Skeleton Barrel', 'Mortar', 'Musketeer', 'Knight', 'Fireball', 'Skeletons', 'Minions', 'Barbarian Barrel']",3.0
#JUQQJ08,"['Goblin Barrel', 'Dart Goblin', 'Knight', 'Mini P.E.K.K.A', 'Fire Spirit', 'Suspicious Bush', 'Goblin Gang', 'Ice Spirit']",2.5
#J9UJCYQY,"['Mega Knight', 'Witch', 'Goblin Barrel', 'Valkyrie', 'Goblin Gang', 'The Log', 'Arrows', 'Spear Goblins']",3.625
#P92QR00V8,"['Valkyrie', 'Furnace', 'Mini P.E.K.K.A', 'Knight', 'Vines', 'Barbarian Barrel', 'Hog Rider', 'Musketeer']",3.5
#2LYJRQ9G,"['Skeletons', 'Ice Spirit', 'Musketeer', 'Fireball', 'Ice Golem', 'The Log', 'Hog Rider', 'Cannon']",2.625
#8GRL0RV8R,"['Mega Knight', 'Wall Breakers', 'Archer Queen', 'Bandit', 'Arrows', 'Zap', 'Goblin Gang', 'Hog Rider']",3.625
#9U8JP0PU,"['Mega Knight', 'Wizard', 'Arrows', 'Electro Wizard', 'Royal Giant', 'Fire Spirit', 'Skeleton Army', 'Tesla']",4.125
#89JGY8Q0G,"['Valkyrie', 'Skeleton Barrel', 'Musketeer', 'Boss Bandit', 'Barbarian Barrel', 'Goblin Cage', 'Arrows', 'Goblin Gang']",3.625
#292VJJJR0,"['Lightning', 'Valkyrie', 'Arrows', 'Balloon', 'Mega Minion', 'Lava Hound', 'Tombstone', 'Minions']",4.25
#9V2G09YG8,"['P.E.K.K.A', 'Valkyrie', 'Wizard', 'Elixir Golem', 'Electro Wizard', 'Executioner', 'Mega Knight', 'Hog Rider']",4.875
#LG9LUP92C,"['Mega Knight', 'Skeleton Army', 'Musketeer', 'Prince', 'Baby Dragon', 'Inferno Tower', 'Goblin Barrel', 'The Log']",4.125
#YRPQJP00C,"['Valkyrie', 'Firecracker', 'Bomber', 'Elixir Golem', 'The Log', 'Electro Wizard', 'Magic Archer', 'Skeleton Army']",3.125
#RGUVP2GU0,"['Skeletons', 'Musketeer', 'Hog Rider', 'Fireball', 'The Log', 'Ice Spirit', 'Ice Golem', 'Bomb Tower']",2.75
#RQVG2092P,"['Musketeer', 'Skeletons', 'Ice Golem', 'Cannon', 'Hog Rider', 'Fireball', 'Ice Spirit', 'The Log']",2.625
#809YC2VJ2,"['Musketeer', 'Cannon', 'Skeletons', 'Fireball', 'The Log', 'Hog Rider', 'Ice Golem', 'Ice Spirit']",2.625
#889RQLVVG,"['Mortar', 'Bomber', 'Arrows', 'Miner', 'Skeleton King', 'Goblin Gang', 'Skeleton Dragons', 'Cannon Cart']",3.5
#8P8YQ2PY,"['Electro Dragon', 'Baby Dragon', 'Golem', 'Battle Healer', 'Mini P.E.K.K.A', 'Barbarian Barrel', 'Tornado', 'Elixir Collector']",4.5
#2UU22P0Y0,"['Skeleton Barrel', 'Mortar', 'Musketeer', 'Skeleton King', 'Guards', 'Fireball', 'Minions', 'Barbarian Barrel']",3.375
#8PQJJ9UUQ,"['Inferno Dragon', 'Executioner', 'Knight', 'Barbarian Barrel', 'Bowler', 'Balloon', 'Freeze', 'Tornado']",3.875
#80U2UV02,"['Goblin Cage', 'Royal Recruits', 'Golden Knight', 'Royal Hogs', 'Flying Machine', 'Fireball', 'Zappies', 'Arrows']",4.375
#8CGG98R8V,"['Goblin Cage', 'Bomber', 'Electro Giant', 'Lightning', 'Bowler', 'Phoenix', 'Tornado', 'Barbarian Barrel']",4.125
#9PQV9JVU,"['Skeleton Barrel', 'Mortar', 'Knight', 'Fireball', 'Dart Goblin', 'Cannon Cart', 'Guards', 'Barbarian Barrel']",3.375
#PGVG0PQCP,"['Royal Giant', 'Hunter', 'Fireball', 'Monk', 'Fisherman', 'Skeletons', 'Electro Spirit', 'The Log']",3.25
#2RYLRYQRR,"['Graveyard', 'Baby Dragon', 'Knight', 'Tornado', 'Barbarian Barrel', 'Ice Wizard', 'Poison', 'Goblin Hut']",3.5
#2GV28YVPY,"['Royal Ghost', 'Battle Ram', 'Fireball', 'Zap', 'Magic Archer', 'Bandit', 'Electro Wizard', 'P.E.K.K.A']",3.875
#8YGC2VRC,"['Royal Giant', 'Royal Ghost', 'Phoenix', 'Mother Witch', 'Fisherman', 'Fireball', 'Electro Spirit', 'The Log']",3.375
#999V89C0,"['Skeletons', 'Musketeer', 'Knight', 'The Log', 'Giant Snowball', 'Miner', 'Balloon', 'Bomb Tower']",3.0
#2LQ2028Q,"['Mega Knight', 'Royal Recruits', 'Musketeer', 'Dart Goblin', 'Arrows', 'Firecracker', 'Hog Rider', 'Goblin Gang']",4.25
#8RJG8R80U,"['Electro Dragon', 'Mega Knight', 'Furnace', 'Golem', 'Minions', 'Mini P.E.K.K.A', 'Tornado', 'Skeleton Army']",4.625
#P929PLCUG,"['Valkyrie', 'Dart Goblin', 'Boss Bandit', 'Suspicious Bush', 'Ice Spirit', 'Wall Breakers', 'The Log', 'Spear Goblins']",2.75
#2V8QCRPU,"['Valkyrie', 'Zap', 'Minions', 'Lava Hound', 'Arrows', 'Skeletons', 'Spirit Empress', 'Miner']",3.625
#9VJU8Q98Y,"['Firecracker', 'Tesla', 'Knight', 'Hog Rider', 'Ice Spirit', 'Earthquake', 'The Log', 'Skeletons']",2.625
#9GRQU8GYC,"['Firecracker', 'Witch', 'Inferno Tower', 'Fireball', 'Barbarian Barrel', 'Electro Giant', 'Goblin Barrel', 'The Log']",3.875
#20RYLQCC,"['Skeleton Barrel', 'Mortar', 'Knight', 'Poison', 'Dart Goblin', 'Minions', 'Skeletons', 'Barbarian Barrel']",2.875
#8QYRGQPC,"['Mega Knight', 'Valkyrie', 'Archer Queen', 'Knight', 'Goblin Gang', 'Furnace', 'Vines', 'Bats']",3.875
#QU2J80VV,['Musketeer'],4.0
#GYUL0JV,"['Mortar', 'Skeleton Barrel', 'Goblin Gang', 'Berserker', 'Cannon Cart', 'Barbarian Barrel', 'Fireball', 'Ice Wizard']",3.25
#2R8RCJVR2,"['Wall Breakers', 'Tesla', 'Musketeer', 'Miner', 'Berserker', 'Poison', 'Skeletons', 'The Log']",2.75
#QQVRVQCPY,"['Mega Knight', 'Electro Dragon', 'Boss Bandit', 'Mini P.E.K.K.A', 'Hog Rider', 'Wizard', 'Fireball', 'Minions']",4.75
#9P0UVYJC,"['Royal Recruits', 'Wall Breakers', 'Mighty Miner', 'Goblins', 'Firecracker', 'Skeleton Barrel', 'Arrows', 'Goblin Gang']",3.375
#2Q9GQ29YR,"['Royal Recruits', 'Goblin Cage', 'Arrows', 'Zappies', 'Royal Hogs', 'Flying Machine', 'Barbarian Barrel', 'Skeletons']",3.75
#8LUQ9C9C2,"['Mortar', 'Valkyrie', 'Bats', 'Knight', 'Goblin Gang', 'Cannon Cart', 'Arrows', 'Ice Wizard']",3.375
#2R8VPQGY,"['Firecracker', 'Royal Giant', 'Barbarians', 'Zap', 'Hog Rider', 'Fireball', 'Minions', 'Fire Spirit']",3.5
#2V08Y8YYL,"['Barbarians', 'Mega Knight', 'Mini P.E.K.K.A', 'Goblin Barrel', 'Ram Rider', 'Dart Goblin', 'Arrows', 'Electro Wizard']",4.25
#PG8YRRLR9,"['Valkyrie', 'Tesla', 'Bats', 'Goblin Gang', 'Bandit', 'Skeleton Barrel', 'Arrows', 'Mega Knight']",3.625
#2UQ2VJPG2,"['Witch', 'Goblin Cage', 'Musketeer', 'Knight', 'Poison', 'Vines', 'Graveyard', 'Barbarian Barrel']",3.75
#229J9UUY,"['Royal Giant', 'Firecracker', 'Zap', 'Barbarians', 'Goblin Gang', 'Minions', 'Fireball', 'Hog Rider']",3.75
#2C0QGV9LJ,"['Valkyrie', 'Firecracker', 'Lumberjack', 'Arrows', 'P.E.K.K.A', 'Electro Wizard', 'Balloon', 'Minion Horde']",4.375
#22Q89JUJU,"['Tesla', 'Archers', 'Knight', 'Skeletons', 'X-Bow', 'The Log', 'Fireball', 'Electro Spirit']",3.0
#V0JPUUL8G,"['Tesla', 'Ice Spirit', 'Rocket', 'The Log', 'Royal Delivery', 'Skeletons', 'Miner', 'Dark Prince']",3.0
#908RC80UQ,"['Witch', 'Dart Goblin', 'Skeleton Barrel', 'Mighty Miner', 'Dark Prince', 'Suspicious Bush', 'Arrows', 'Prince']",3.625
#GLPQPVGLP,"['Inferno Dragon', 'Firecracker', 'Archer Queen', 'Balloon', 'Arrows', 'Goblin Gang', 'Freeze', 'Mega Knight']",4.25
#UVP0VYG2J,"['Valkyrie', 'Electro Dragon', 'Knight', 'Musketeer', 'Bats', 'Arrows', 'Mega Knight', 'Balloon']",4.125
#GVC0Y2LYL,"['Mega Knight', 'Musketeer', 'Prince', 'Bandit', 'Goblin Gang', 'Minions', 'Wall Breakers', 'Arrows']",3.75
#LP8GQ0YYP,"['Bomber', 'Goblin Giant', 'Skeleton King', 'Bats', 'Tornado', 'Sparky', 'Tombstone', 'Rage']",3.5
#8LQUVLUCJ,"['Royal Ghost', 'Battle Ram', 'Poison', 'Zap', 'Electro Wizard', 'Minions', 'P.E.K.K.A', 'Bandit']",3.75
#9CR9LQ2J8,"['Royal Recruits', 'Skeleton Barrel', 'Mini P.E.K.K.A', 'Furnace', 'Goblin Gang', 'Wall Breakers', 'Dart Goblin', 'Arrows']",3.625
#9U0CY9V09,"['Archers', 'Tesla', 'The Log', 'Fireball', 'Skeletons', 'Ice Spirit', 'Knight', 'X-Bow']",3.0
#V8YGGYGVQ,"['Knight', 'Skeletons', 'Musketeer', 'Mini P.E.K.K.A', 'Balloon', 'Bats', 'Vines', 'Poison']",3.25
#YG9CLYUJY,"['Dart Goblin', 'Witch', 'Giant', 'Knight', 'The Log', 'Electro Spirit', 'Mini P.E.K.K.A', 'Arrows']",3.25
#9UQY20LQ,"['Tesla', 'Ice Spirit', 'Knight', 'Rocket', 'Skeletons', 'Royal Delivery', 'The Log', 'Miner']",2.875
#820JPCJ0G,"['Skeletons', 'Skeleton Barrel', 'Miner', 'Poison', 'Goblin Hut', 'Barbarian Barrel', 'Mini P.E.K.K.A', 'Minions']",3.0
#R0G8VYLL0,"['Goblin Barrel', 'Valkyrie', 'Musketeer', 'Wall Breakers', 'Goblin Gang', 'Dart Goblin', 'Electro Spirit', 'Cannon']",2.875
#P08GJRUPG,"['Witch', 'Mega Knight', 'Ram Rider', 'Minions', 'Prince', 'Mini P.E.K.K.A', 'Zap', 'Magic Archer']",4.375
#9R8YRV9GC,"['Royal Delivery', 'Knight', 'Musketeer', 'Poison', 'Ice Wizard', 'Goblin Hut', 'Graveyard', 'Barbarian Barrel']",3.5
#9GQJ89U2C,"['Goblin Barrel', 'Valkyrie', 'Princess', 'Cannon', 'Dart Goblin', 'Ice Spirit', 'Wall Breakers', 'Goblin Gang']",2.75
#8QG8QJG8G,"['Mega Knight', 'Executioner', 'Mother Witch', 'Golden Knight', 'Zappies', 'Tornado', 'Lightning', 'Cannon']",4.5
#GYYL8JJ9C,"['Royal Recruits', 'Cannon', 'Cannon Cart', 'Rascals', 'Arrows', 'Skeleton Barrel', 'Suspicious Bush', 'Firecracker']",3.875
#GYVVLJVR,"['Goblin Barrel', 'Valkyrie', 'Wall Breakers', 'Berserker', 'Dart Goblin', 'Fire Spirit', 'Cannon', 'Ice Spirit']",2.375
#PLVYVJC8C,"['Firecracker', 'Cannon', 'Knight', 'Hog Rider', 'Earthquake', 'Skeletons', 'Electro Spirit', 'Barbarian Barrel']",2.5
#P8GPR8YY,"['Mega Knight', 'Firecracker', 'Musketeer', 'Hog Rider', 'Goblin Gang', 'Valkyrie', 'Bats', 'Arrows']",3.75
#QYY0YQQUQ,"['Tesla', 'Valkyrie', 'Ice Wizard', 'P.E.K.K.A', 'Hog Rider', 'Arrows', 'Zap', 'Guards']",3.75
#2R0P2CJQC,"['Mega Knight', 'Witch', 'Wizard', 'Zap', 'Inferno Tower', 'Mirror', 'Skeleton Army', 'Goblin Barrel']",3.75
#PL8V0CRQP,"['Witch', 'Giant Snowball', 'Graveyard', 'Giant', 'Bowler', 'Minions', 'Guards', 'Arrows']",3.875
#LGVP9U80J,"['Tesla', 'Giant Snowball', 'Archer Queen', 'Knight', 'Skeletons', 'X-Bow', 'The Log', 'Ice Spirit']",3.0
#9LP28JQQ,"['Firecracker', 'Witch', 'Mini P.E.K.K.A', 'Hog Rider', 'Golem', 'Bandit', 'Minions', 'Wizard']",4.375
#Y0G8898C8,"['Mega Knight', 'Valkyrie', 'Wizard', 'Night Witch', 'Arrows', 'Balloon', 'Electro Wizard', 'Rage']",4.25
#8VVUL20UY,"['Electro Dragon', 'Lumberjack', 'Balloon', 'Arrows', 'Inferno Dragon', 'Bowler', 'Freeze', 'Tornado']",4.125
#88LUUQG8U,"['Valkyrie', 'P.E.K.K.A', 'Lightning', 'Electro Wizard', 'Arrows', 'Wizard', 'Tornado', 'Inferno Tower']",4.625
#P0P9RQJYJ,"['Valkyrie', 'Baby Dragon', 'Balloon', 'Lava Hound', 'Mega Minion', 'Zap', 'Tombstone', 'Fireball']",4.0
#CJ8CJ8QC8,"['Valkyrie', 'Lumberjack', 'Archer Queen', 'Wizard', 'Fireball', 'Balloon', 'Mini P.E.K.K.A', 'P.E.K.K.A']",4.75
#2RQCJ09LL,"['Mega Knight', 'Dart Goblin', 'Musketeer', 'Firecracker', 'Electro Wizard', 'Royal Giant', 'Minions', 'The Log']",4.0
#9R0YC8J9,"['Executioner', 'P.E.K.K.A', 'Boss Bandit', 'Musketeer', 'Mother Witch', 'Electro Wizard', 'Skeleton Army', 'Zap']",4.375
#UQRV2C9VV,"['Witch', 'Skeleton Army', 'Musketeer', 'Zap', 'Bats', 'Sparky', 'Balloon', 'Valkyrie']",3.875
#L9PRLQRQ0,"['Tesla', 'Battle Ram', 'Dark Prince', 'Electro Wizard', 'Arrows', 'Goblin Gang', 'Royal Delivery', 'Goblin Machine']",3.75
#9G22JC980,"['Wizard', 'Valkyrie', 'Rascals', 'Hog Rider', 'Inferno Tower', 'Bats', 'Fireball', 'Mirror']",3.625
#JPLUCJJGV,"['Valkyrie', 'Mega Knight', 'Firecracker', 'Inferno Tower', 'Electro Spirit', 'Fireball', 'The Log', 'Witch']",3.875
#2JJRC0QV9,"['Valkyrie', 'Lumberjack', 'Musketeer', 'Fireball', 'Zap', 'Guards', 'Arrows', 'Executioner']",3.625
#PY8CPU9L9,"['Witch', 'Mega Knight', 'Wizard', 'Zap', 'Inferno Tower', 'Mirror', 'Skeleton Army', 'Goblin Barrel']",3.75
#89UCCRG2,"['Mega Knight', 'Wizard', 'Arrows', 'Guards', 'Hog Rider', 'Valkyrie', 'Fireball', 'Zap']",4.0
#9P009GQP,"['Firecracker', 'Cannon', 'Little Prince', 'Knight', 'The Log', 'Ice Spirit', 'Fireball', 'Hog Rider']",2.875
#2CC98Q9V9,"['Tesla', 'Skeletons', 'Mighty Miner', 'Magic Archer', 'X-Bow', 'The Log', 'Barbarian Barrel', 'Electro Spirit']",3.0
#9PUGRP0R,"['Firecracker', 'Mega Knight', 'Mini P.E.K.K.A', 'Hog Rider', 'Zap', 'Bats', 'Arrows', 'Tesla']",3.625
#8QGJUGRGL,"['Lumberjack', 'Mega Knight', 'Wall Breakers', 'Electro Wizard', 'Elite Barbarians', 'Dart Goblin', 'Zap', 'Arrows']",3.875
#QPQQLP9CR,"['Witch', 'Firecracker', 'Mega Knight', 'Goblin Gang', 'Rage', 'Arrows', 'Elite Barbarians', 'Inferno Tower']",4.25
#82YC99G90,"['Mega Knight', 'Firecracker', 'Cannon Cart', 'Rascals', 'Lightning', 'Skeleton Barrel', 'Suspicious Bush', 'Goblin Gang']",4.25
#CR9G9V8Q,"['Valkyrie', 'Royal Recruits', 'Knight', 'Musketeer', 'Witch', 'Arrows', 'Elixir Golem', 'Goblin Gang']",4.0
#QY8LC2Y,"['Valkyrie', 'Wizard', 'Inferno Tower', 'Zap', 'Magic Archer', 'Hog Rider', 'Elite Barbarians', 'Skeleton Army']",4.125
#88PY2CL8V,"['Firecracker', 'Mega Knight', 'Prince', 'Minion Horde', 'Ice Wizard', 'Skeleton Army', 'Rage', 'Arrows']",3.875
#CURJLRG8G,"['Valkyrie', 'Mega Knight', 'Mini P.E.K.K.A', 'Witch', 'Fireball', 'Dart Goblin', 'Electro Wizard', 'Knight']",4.25
